SeriesInstanceUID,prediction
1.3.46.670589.11.10042.5.0.4776.2024021707375556303,0
1.3.46.670589.11.10042.5.0.4776.2024021707385557334,0
1.3.46.670589.11.10042.5.0.4776.2024021707370029302,0
1.3.46.670589.11.10042.5.0.4776.2024021708562165184,0
1.3.46.670589.11.10042.5.0.4776.2024021708571685185,0
1.3.46.670589.11.10042.5.0.4776.2024021708581656216,0
1.3.46.670589.11.10042.5.0.4776.2024021709314079621,0
1.3.46.670589.11.10042.5.0.4776.2024021709304560620,0
1.3.46.670589.11.10042.5.0.4776.2024021709324103652,0
1.3.46.670589.11.10042.5.0.4776.2024021710092279236,0
1.3.46.670589.11.10042.5.0.4776.2024021710102262267,0
1.3.46.670589.11.10042.5.0.4776.2024021710082759235,0
1.3.46.670589.11.10042.5.0.4776.2024021711250917306,0
1.3.46.670589.11.10042.5.0.4776.2024021711272076356,0
1.3.46.670589.11.10042.5.0.4776.2024021711321706431,0
1.3.46.670589.11.10042.5.0.4776.2024021711390189531,1
1.3.46.670589.11.10042.5.0.4776.2024021711395718532,1
1.3.46.670589.11.10042.5.0.4776.2024021711485317676,1
1.3.46.670589.11.10042.5.0.4776.2024021711541032740,0
1.3.46.670589.11.10042.5.0.4776.2024021711550564741,0
1.3.46.670589.11.10042.5.0.4776.2024021711560571772,0
1.3.46.670589.11.10042.5.0.4776.2024021712085907966,0
1.3.46.670589.11.10042.5.0.4776.2024021712080398965,0
1.3.46.670589.11.10042.5.0.4776.2024021712112234022,0
1.3.46.670589.11.10042.5.0.4776.2024021712364225389,0
1.3.46.670589.11.10042.5.0.4776.2024021712354221358,0
1.3.46.670589.11.10042.5.0.4776.2024021712344701357,0
1.3.46.670589.11.10042.5.0.4776.2024021716425668447,0
1.3.46.670589.11.10042.5.0.4776.2024021716435921478,0
1.3.46.670589.11.10042.5.0.4776.2024021716421812446,0
1.3.46.670589.11.10042.5.0.4776.2024021717252179364,0
1.3.46.670589.11.10042.5.0.4776.2024021717272570396,0
1.3.46.670589.11.10042.5.0.4776.2024021717260029365,0
1.3.46.670589.11.10042.5.0.4776.2024021717481239883,0
1.3.46.670589.11.10042.5.0.4776.2024021717470979852,0
1.3.46.670589.11.10042.5.0.4776.2024021717463135851,0
1.3.46.670589.11.10042.5.0.4776.2024021721382739478,0
1.3.46.670589.11.10042.5.0.4776.2024021721374148477,0
1.3.46.670589.11.10042.5.0.4776.2024021721394835511,0
1.3.46.670589.11.10042.5.0.4776.2024021722594939609,0
1.3.46.670589.11.10042.5.0.4776.2024021722574287575,0
1.3.46.670589.11.10042.5.0.4776.2024021722582843576,0
1.3.46.670589.11.10042.5.0.4776.2024021723375021130,0
1.3.46.670589.11.10042.5.0.4776.2024021723400454164,0
1.3.46.670589.11.10042.5.0.4776.2024021723383228131,0
1.3.46.670589.11.10042.5.0.4776.2024021802201853567,0
1.3.46.670589.11.10042.5.0.4776.2024021802181081533,0
1.3.46.670589.11.10042.5.0.4776.2024021802185757534,0
1.3.46.670589.11.10042.5.0.4776.2024021803383773946,0
1.3.46.670589.11.10042.5.0.4776.2024021803404993980,0
1.3.46.670589.11.10042.5.0.4776.2024021803391770947,0
1.3.46.670589.11.10042.5.0.4776.2024021804310810736,1
1.3.46.670589.11.10042.5.0.4776.2024021804294271703,1
1.3.46.670589.11.10042.5.0.4776.2024021804285585702,1
1.3.46.670589.11.10042.5.0.1412.2024020608043865677,0
1.3.46.670589.11.10042.5.0.1412.2024020608063389709,0
1.3.46.670589.11.10042.5.0.1412.2024020608053376678,0
1.3.46.670589.11.10042.5.0.1412.2024020609241753750,0
1.3.46.670589.11.10042.5.0.1412.2024020609251273751,0
1.3.46.670589.11.10042.5.0.1412.2024020609261282782,0
1.3.46.670589.11.10042.5.0.1412.2024020609411789976,0
1.3.46.670589.11.10042.5.0.1412.2024020609421851007,0
1.3.46.670589.11.10042.5.0.1412.2024020609402264975,0
1.3.46.670589.11.10042.5.0.1412.2024020610201725554,0
1.3.46.670589.11.10042.5.0.1412.2024020610211707555,0
1.3.46.670589.11.10042.5.0.1412.2024020610221707586,0
1.3.46.670589.11.10042.5.0.1412.2024020610301485709,1
1.3.46.670589.11.10042.5.0.1412.2024020610311250710,1
1.3.46.670589.11.10042.5.0.1412.2024020610424500893,1
1.3.46.670589.11.10042.5.0.1412.2024020611183217368,0
1.3.46.670589.11.10042.5.0.1412.2024020611163714312,0
1.3.46.670589.11.10042.5.0.1412.2024020611173217343,0
1.3.46.670589.11.10042.5.0.1412.2024020611272835502,1
1.3.46.670589.11.10042.5.0.1412.2024020611303992623,1
1.3.46.670589.11.10042.5.0.1412.2024020611293959534,1
1.3.46.670589.11.10042.5.0.1412.2024020614061135557,0
1.3.46.670589.11.10042.5.0.1412.2024020613573709413,0
1.3.46.670589.11.10042.5.0.1412.2024020613564184412,0
1.3.46.670589.11.10042.5.0.1412.2024020614262778860,0
1.3.46.670589.11.10042.5.0.1412.2024020614271240861,0
1.3.46.670589.11.10042.5.0.1412.2024020614281617892,0
1.3.46.670589.11.10042.5.0.1412.2024020617323870729,0
1.3.46.670589.11.10042.5.0.1412.2024020617331975730,0
1.3.46.670589.11.10042.5.0.1412.2024020617341951761,0
1.3.46.670589.11.10042.5.0.1412.2024020700030578653,0
1.3.46.670589.11.10042.5.0.1412.2024020700005367619,0
1.3.46.670589.11.10042.5.0.1412.2024020700013878620,0
1.3.46.670589.11.10042.5.0.1412.2024020701363081022,0
1.3.46.670589.11.10042.5.0.1412.2024020701375796055,0
1.3.46.670589.11.10042.5.0.1412.2024020701354564021,0
1.3.46.670589.11.10042.5.0.6580.2024020906111221428,0
1.3.46.670589.11.10042.5.0.6580.2024020906123971463,0
1.3.46.670589.11.10042.5.0.6580.2024020906100918427,0
1.3.46.670589.11.10042.5.0.6580.2024020908375623429,0
1.3.46.670589.11.10042.5.0.6580.2024020908385353430,0
1.3.46.670589.11.10042.5.0.6580.2024020908401289463,0
1.3.46.670589.11.10042.5.0.6580.2024020908494725727,0
1.3.46.670589.11.10042.5.0.6580.2024020908520371761,0
1.3.46.670589.11.10042.5.0.6580.2024020908504450728,0
1.3.46.670589.11.10042.5.0.6580.2024020909081829120,0
1.3.46.670589.11.10042.5.0.6580.2024020909091689121,0
1.3.46.670589.11.10042.5.0.6580.2024020909103637154,0
1.3.46.670589.11.10042.5.0.6580.2024020909185156370,0
1.3.46.670589.11.10042.5.0.6580.2024020909201098403,0
1.3.46.670589.11.10042.5.0.6580.2024020909175312369,0
1.3.46.670589.11.10042.5.0.6580.2024020915094026933,0
1.3.46.670589.11.10042.5.0.6580.2024020915081487838,0
1.3.46.670589.11.10042.5.0.6580.2024020915064950812,0
1.3.46.670589.11.10042.5.0.6580.2024020915283018403,0
1.3.46.670589.11.10042.5.0.6580.2024020915270467314,0
1.3.46.670589.11.10042.5.0.6580.2024020915253967282,0
1.3.46.670589.11.10042.5.0.6580.2024020915431414711,0
1.3.46.670589.11.10042.5.0.6580.2024020915443640742,0
1.3.46.670589.11.10042.5.0.6580.2024020915424001710,0
1.3.46.670589.11.10042.5.0.6580.2024020915371976617,0
1.3.46.670589.11.10042.5.0.6580.2024020915355748528,0
1.3.46.670589.11.10042.5.0.6580.2024020915343315496,0
1.3.46.670589.11.10042.5.0.6580.2024020918124071262,0
1.3.46.670589.11.10042.5.0.6580.2024020918120654261,0
1.3.46.670589.11.10042.5.0.6580.2024020918140601293,0
1.3.46.670589.11.10042.5.0.6580.2024020920225918636,0
1.3.46.670589.11.10042.5.0.6580.2024020920214048547,0
1.3.46.670589.11.10042.5.0.6580.2024020920201542515,0
1.3.46.670589.11.10042.5.0.6580.2024020921385654942,0
1.3.46.670589.11.10042.5.0.6580.2024020921393051943,0
1.3.46.670589.11.10042.5.0.6580.2024020921405582974,0
1.3.46.670589.11.10042.5.0.6580.2024020922025520520,0
1.3.46.670589.11.10042.5.0.6580.2024020922032907521,0
1.3.46.670589.11.10042.5.0.6580.2024020922045435552,0
1.3.46.670589.11.10042.5.0.6580.2024021002265403346,0
1.3.46.670589.11.10042.5.0.6580.2024021002274343347,0
1.3.46.670589.11.10042.5.0.6580.2024021002291609380,0
1.3.46.670589.11.10042.5.0.6580.2024021003470940473,0
1.3.46.670589.11.10042.5.0.6580.2024021003481339504,0
1.3.46.670589.11.10042.5.0.6580.2024021003462496472,0
1.3.46.670589.11.10042.5.0.6840.2023122309360940943,0
1.3.46.670589.11.10042.5.0.6840.2023122309350934912,0
1.3.46.670589.11.10042.5.0.6840.2023122309341407911,0
1.3.46.670589.11.10042.5.0.6840.2023122309575632497,1
1.3.46.670589.11.10042.5.0.6840.2023122309565595438,1
1.3.46.670589.11.10042.5.0.6840.2023122309544446382,1
1.3.46.670589.11.10042.5.0.6840.2023122310055400622,0
1.3.46.670589.11.10042.5.0.6840.2023122310045871621,0
1.3.46.670589.11.10042.5.0.6840.2023122310065478653,0
1.3.46.670589.11.10042.5.0.6840.2023122310363278129,0
1.3.46.670589.11.10042.5.0.6840.2023122310372789130,0
1.3.46.670589.11.10042.5.0.6840.2023122310382782161,0
1.3.46.670589.11.10042.5.0.6840.2023122311003239418,0
1.3.46.670589.11.10042.5.0.6840.2023122310593259387,0
1.3.46.670589.11.10042.5.0.6840.2023122310583731386,0
1.3.46.670589.11.10042.5.0.6840.2023122312094887403,0
1.3.46.670589.11.10042.5.0.6840.2023122312085632402,0
1.3.46.670589.11.10042.5.0.6840.2023122312052632352,0
1.3.46.670589.11.10042.5.0.6840.2023122322184057282,0
1.3.46.670589.11.10042.5.0.6840.2023122322192607283,0
1.3.46.670589.11.10042.5.0.6840.2023122322204707316,0
1.3.46.670589.11.10042.5.0.6840.2023122401500996426,0
1.3.46.670589.11.10042.5.0.6840.2023122401505556427,0
1.3.46.670589.11.10042.5.0.6840.2023122401521640460,0
1.3.46.670589.11.10042.5.0.5244.2024011506111362229,0
1.3.46.670589.11.10042.5.0.5244.2024011506100957198,0
1.3.46.670589.11.10042.5.0.5244.2024011506092395197,0
1.3.46.670589.11.10042.5.0.5244.2024011506214426559,0
1.3.46.670589.11.10042.5.0.5244.2024011506224818584,0
1.3.46.670589.11.10042.5.0.5244.2024011506205998353,0
1.3.46.670589.11.10042.5.0.5244.2024011507113328342,0
1.3.46.670589.11.10042.5.0.5244.2024011507121779343,0
1.3.46.670589.11.10042.5.0.5244.2024011507132157374,0
1.3.46.670589.11.10042.5.0.5244.2024011508263046603,0
1.3.46.670589.11.10042.5.0.5244.2024011508252679572,0
1.3.46.670589.11.10042.5.0.5244.2024011508244221571,0
1.3.46.670589.11.10042.5.0.5244.2024011511573218081,0
1.3.46.670589.11.10042.5.0.5244.2024011511553981049,0
1.3.46.670589.11.10042.5.0.5244.2024011511562779050,0
1.3.46.670589.11.10042.5.0.5244.2024011512075564447,0
1.3.46.670589.11.10042.5.0.5244.2024011512084014448,0
1.3.46.670589.11.10042.5.0.5244.2024011512094443479,0
1.3.46.670589.11.10042.5.0.5244.2024011512454371265,0
1.3.46.670589.11.10042.5.0.5244.2024011512435228239,0
1.3.46.670589.11.10042.5.0.5244.2024011512443993264,0
1.3.46.670589.11.10042.5.0.5244.2024011517100442275,0
1.3.46.670589.11.10042.5.0.5244.2024011517084384230,0
1.3.46.670589.11.10042.5.0.5244.2024011517075093225,0
1.3.46.670589.11.10042.5.0.5244.2024011517153762379,0
1.3.46.670589.11.10042.5.0.5244.2024011517163676380,0
1.3.46.670589.11.10042.5.0.5244.2024011517180201411,0
1.3.46.670589.11.10042.5.0.5244.2024011517233300533,0
1.3.46.670589.11.10042.5.0.5244.2024011517242856534,0
1.3.46.670589.11.10042.5.0.5244.2024011517255250565,0
1.3.46.670589.11.10042.5.0.5244.2024011517313717687,0
1.3.46.670589.11.10042.5.0.5244.2024011517321798688,0
1.3.46.670589.11.10042.5.0.5244.2024011517332521719,0
1.3.46.670589.11.10042.5.0.5244.2024011517404409930,1
1.3.46.670589.11.10042.5.0.5244.2024011517414690934,1
1.3.46.670589.11.10042.5.0.5244.2024011517551001091,1
1.3.46.670589.11.10042.5.0.5244.2024011521150239162,0
1.3.46.670589.11.10042.5.0.5244.2024011521125603128,0
1.3.46.670589.11.10042.5.0.5244.2024011521134150129,0
1.3.46.670589.11.10042.5.0.5244.2024011521382039561,0
1.3.46.670589.11.10042.5.0.5244.2024011521390584562,0
1.3.46.670589.11.10042.5.0.5244.2024011521402671595,0
1.3.46.670589.11.10042.5.0.5244.2024011522091739005,0
1.3.46.670589.11.10042.5.0.5244.2024011522100290006,0
1.3.46.670589.11.10042.5.0.5244.2024011522112382039,0
1.3.46.670589.11.10042.5.0.5244.2024011522582045736,0
1.3.46.670589.11.10042.5.0.5244.2024011522590048737,0
1.3.46.670589.11.10042.5.0.5244.2024011523003309767,0
1.3.46.670589.11.10042.5.0.5244.2024011600005564811,0
1.3.46.670589.11.10042.5.0.5244.2024011600001023810,0
1.3.46.670589.11.10042.5.0.5244.2024011600021646844,0
1.3.46.670589.11.10042.5.0.5244.2024011600235610244,0
1.3.46.670589.11.10042.5.0.5244.2024011600231053243,0
1.3.46.670589.11.10042.5.0.5244.2024011600251703277,0
1.3.46.670589.11.10042.5.0.5244.2024011611250146699,0
1.3.46.670589.11.10042.5.0.5244.2024011611254348700,0
1.3.46.670589.11.10042.5.0.5244.2024011611265103731,0
1.3.46.670589.11.10042.5.0.5244.2024011613245698771,0
1.3.46.670589.11.10042.5.0.5244.2024011613253543854,0
1.3.46.670589.11.10042.5.0.5244.2024011613263750879,0
1.3.46.670589.11.10042.5.0.5244.2024011615044096910,0
1.3.46.670589.11.10042.5.0.5244.2024011615052642911,0
1.3.46.670589.11.10042.5.0.5244.2024011615064739944,0
1.3.46.670589.11.10042.5.0.5244.2024011618563204703,0
1.3.46.670589.11.10042.5.0.5244.2024011618541992669,0
1.3.46.670589.11.10042.5.0.5244.2024011618550004670,0
1.3.46.670589.11.10042.5.0.5244.2024011619301146411,0
1.3.46.670589.11.10042.5.0.5244.2024011619305695412,0
1.3.46.670589.11.10042.5.0.5244.2024011619321778445,0
1.3.46.670589.11.10042.5.0.5244.2024011622035685044,0
1.3.46.670589.11.10042.5.0.5244.2024011622061646078,0
1.3.46.670589.11.10042.5.0.5244.2024011622044379045,0
1.3.46.670589.11.10042.5.0.5244.2024011622161109321,0
1.3.46.670589.11.10042.5.0.5244.2024011622142226289,0
1.3.46.670589.11.10042.5.0.5244.2024011622150692290,0
1.3.46.670589.11.10042.5.0.8184.2024011410531618615,0
1.3.46.670589.11.10042.5.0.8184.2024011410540079616,0
1.3.46.670589.11.10042.5.0.8184.2024011410550492647,0
1.3.46.670589.11.10042.5.0.8184.2024011411055264886,1
1.3.46.670589.11.10042.5.0.8184.2024011411044906855,1
1.3.46.670589.11.10042.5.0.8184.2024011411040440854,1
1.3.46.670589.11.10042.5.0.8184.2024011411444026586,0
1.3.46.670589.11.10042.5.0.8184.2024011411434028555,0
1.3.46.670589.11.10042.5.0.8184.2024011411425953554,0
1.3.46.670589.11.10042.5.0.8184.2024011412004403876,0
1.3.46.670589.11.10042.5.0.8184.2024011412000300875,0
1.3.46.670589.11.10042.5.0.8184.2024011412014406907,0
1.3.46.670589.11.10042.5.0.8184.2024011414121812888,0
1.3.46.670589.11.10042.5.0.8184.2024011414103003856,0
1.3.46.670589.11.10042.5.0.8184.2024011414111470857,0
1.3.46.670589.11.10042.5.0.8184.2024011414295626469,0
1.3.46.670589.11.10042.5.0.8184.2024011414285268438,0
1.3.46.670589.11.10042.5.0.8184.2024011414280817386,0
1.3.46.670589.11.10042.5.0.8184.2024011421262843708,0
1.3.46.670589.11.10042.5.0.8184.2024011421282215742,0
1.3.46.670589.11.10042.5.0.8184.2024011421294925767,0
1.3.46.670589.11.10042.5.0.8184.2024011421513592152,0
1.3.46.670589.11.10042.5.0.8184.2024011421523482153,0
1.3.46.670589.11.10042.5.0.8184.2024011421541375202,0
1.3.46.670589.11.10042.5.0.8184.2024011501252703566,0
1.3.46.670589.11.10042.5.0.8184.2024011501265418601,0
1.3.46.670589.11.10042.5.0.8184.2024011501244170565,0
1.3.46.670589.11.10042.5.0.3868.2023122806012509026,0
1.3.46.670589.11.10042.5.0.3868.2023122806022870057,0
1.3.46.670589.11.10042.5.0.3868.2023122806004057025,0
1.3.46.670589.11.10042.5.0.3868.2023122806332209787,0
1.3.46.670589.11.10042.5.0.3868.2023122806342617818,0
1.3.46.670589.11.10042.5.0.3868.2023122806323728735,0
1.3.46.670589.11.10042.5.0.3868.2023122810241273945,0
1.3.46.670589.11.10042.5.0.3868.2023122810224017912,0
1.3.46.670589.11.10042.5.0.3868.2023122810215070911,0
1.3.46.670589.11.10042.5.0.3868.2023122810424592317,1
1.3.46.670589.11.10042.5.0.3868.2023122810420142316,1
1.3.46.670589.11.10042.5.0.3868.2023122810434957348,1
1.3.46.670589.11.10042.5.0.3868.2023122811121450181,0
1.3.46.670589.11.10042.5.0.3868.2023122811111067156,0
1.3.46.670589.11.10042.5.0.3868.2023122811102895950,0
1.3.46.670589.11.10042.5.0.3868.2023122811525850097,0
1.3.46.670589.11.10042.5.0.3868.2023122811533948098,0
1.3.46.670589.11.10042.5.0.3868.2023122811543932129,0
1.3.46.670589.11.10042.5.0.3868.2023122816344779254,0
1.3.46.670589.11.10042.5.0.3868.2023122816363604286,0
1.3.46.670589.11.10042.5.0.3868.2023122816352868255,0
1.3.46.670589.11.10042.5.0.3868.2023122816524585741,0
1.3.46.670589.11.10042.5.0.3868.2023122816534132742,0
1.3.46.670589.11.10042.5.0.3868.2023122816561507792,0
1.3.46.670589.11.10042.5.0.3868.2023122817110951082,0
1.3.46.670589.11.10042.5.0.3868.2023122817092123050,0
1.3.46.670589.11.10042.5.0.3868.2023122817100215051,0
1.3.46.670589.11.10042.5.0.3868.2023122818143654005,0
1.3.46.670589.11.10042.5.0.3868.2023122818135306004,0
1.3.46.670589.11.10042.5.0.3868.2023122818160175036,0
1.3.46.670589.11.10042.5.0.3868.2023122821340853431,0
1.3.46.670589.11.10042.5.0.3868.2023122821344950432,0
1.3.46.670589.11.10042.5.0.3868.2023122821361448463,0
1.3.46.670589.11.10042.5.0.5484.2024030220582232839,0
1.3.46.670589.11.10042.5.0.5484.2024030220594342872,0
1.3.46.670589.11.10042.5.0.5484.2024030220573664838,0
1.3.46.670589.11.10042.5.0.5484.2024030222183060125,0
1.3.46.670589.11.10042.5.0.5484.2024030222170937092,0
1.3.46.670589.11.10042.5.0.5484.2024030222162373091,0
1.3.46.670589.11.10042.5.0.5484.2024030300521010397,0
1.3.46.670589.11.10042.5.0.5484.2024030300512707396,0
1.3.46.670589.11.10042.5.0.5484.2024030300533129430,0
1.3.46.670589.11.10042.5.0.5484.2024030301021667646,0
1.3.46.670589.11.10042.5.0.5484.2024030301033773679,0
1.3.46.670589.11.10042.5.0.5484.2024030301013110645,0
1.3.46.670589.11.10042.5.0.5484.2024030301342982179,0
1.3.46.670589.11.10042.5.0.5484.2024030301360203212,0
1.3.46.670589.11.10042.5.0.5484.2024030301334973178,0
1.3.46.670589.11.10042.5.0.7984.2024022406400160107,0
1.3.46.670589.11.10042.5.0.7984.2024022406365309993,0
1.3.46.670589.11.10042.5.0.7984.2024022406353001961,0
1.3.46.670589.11.10042.5.0.7984.2024022406451471200,0
1.3.46.670589.11.10042.5.0.7984.2024022406463673226,0
1.3.46.670589.11.10042.5.0.7984.2024022406480214321,0
1.3.46.670589.11.10042.5.0.7984.2024022406563832471,1
1.3.46.670589.11.10042.5.0.7984.2024022406551456439,1
1.3.46.670589.11.10042.5.0.7984.2024022406580365560,1
1.3.46.670589.11.10042.5.0.7984.2024022407042765678,0
1.3.46.670589.11.10042.5.0.7984.2024022407062960710,0
1.3.46.670589.11.10042.5.0.7984.2024022407050450679,0
1.3.46.670589.11.10042.5.0.7984.2024022407234101045,0
1.3.46.670589.11.10042.5.0.7984.2024022407205182924,1
1.3.46.670589.11.10042.5.0.7984.2024022407221889956,0
1.3.46.670589.11.10042.5.0.7984.2024022410191946703,1
1.3.46.670589.11.10042.5.0.7984.2024022410345581905,1
1.3.46.670589.11.10042.5.0.7984.2024022410195717704,1
1.3.46.670589.11.10042.5.0.7984.2024022410012743275,0
1.3.46.670589.11.10042.5.0.7984.2024022410025306370,0
1.3.46.670589.11.10042.5.0.7984.2024022410000245249,0
1.3.46.670589.11.10042.5.0.7984.2024022410093181463,0
1.3.46.670589.11.10042.5.0.7984.2024022410100595464,0
1.3.46.670589.11.10042.5.0.7984.2024022410121940520,0
1.3.46.670589.11.10042.5.0.1412.2024020510104575732,1
1.3.46.670589.11.10042.5.0.1412.2024020510112396733,1
1.3.46.670589.11.10042.5.0.1412.2024020510122596764,1
1.3.46.670589.11.10042.5.0.1412.2024020512315112839,0
1.3.46.670589.11.10042.5.0.1412.2024020512323292889,0
1.3.46.670589.11.10042.5.0.1412.2024020512334034914,0
1.3.46.670589.11.10042.5.0.1412.2024020513312570935,0
1.3.46.670589.11.10042.5.0.1412.2024020513294592903,0
1.3.46.670589.11.10042.5.0.1412.2024020513304773904,0
1.3.46.670589.11.10042.5.0.1412.2024020516130817010,0
1.3.46.670589.11.10042.5.0.1412.2024020516114721977,0
1.3.46.670589.11.10042.5.0.1412.2024020516110168976,0
1.3.46.670589.11.10042.5.0.1412.2024020516224620259,0
1.3.46.670589.11.10042.5.0.1412.2024020516211901226,0
1.3.46.670589.11.10042.5.0.1412.2024020516203351225,0
1.3.46.670589.11.10042.5.0.1412.2024020519132606233,0
1.3.46.670589.11.10042.5.0.1412.2024020519124059232,0
1.3.46.670589.11.10042.5.0.1412.2024020519144687266,0
1.3.46.670589.11.10042.5.0.1412.2024020519250821542,1
1.3.46.670589.11.10042.5.0.1412.2024020519220070481,1
1.3.46.670589.11.10042.5.0.1412.2024020519234717515,1
1.3.46.670589.11.10042.5.0.1412.2024020521544551608,0
1.3.46.670589.11.10042.5.0.1412.2024020521523325580,0
1.3.46.670589.11.10042.5.0.1412.2024020521531314581,0
1.3.46.670589.11.10042.5.0.1412.2024020522405956349,0
1.3.46.670589.11.10042.5.0.1412.2024020522393859316,0
1.3.46.670589.11.10042.5.0.1412.2024020522385329315,0
1.3.46.670589.11.10042.5.0.5548.2024010508541168683,0
1.3.46.670589.11.10042.5.0.5548.2024010508520268651,0
1.3.46.670589.11.10042.5.0.5548.2024010508524629652,0
1.3.46.670589.11.10042.5.0.5548.2024010509092004916,0
1.3.46.670589.11.10042.5.0.5548.2024010509100081917,0
1.3.46.670589.11.10042.5.0.5548.2024010509112617948,0
1.3.46.670589.11.10042.5.0.5548.2024010509250189230,0
1.3.46.670589.11.10042.5.0.5548.2024010509255742233,0
1.3.46.670589.11.10042.5.0.5548.2024010509271207280,0
1.3.46.670589.11.10042.5.0.5548.2024010512350303423,0
1.3.46.670589.11.10042.5.0.5548.2024010512365126455,0
1.3.46.670589.11.10042.5.0.5548.2024010512354373424,0
1.3.46.670589.11.10042.5.0.5548.2024010512594137920,0
1.3.46.670589.11.10042.5.0.5548.2024010512573229888,0
1.3.46.670589.11.10042.5.0.5548.2024010512581617889,0
1.3.46.670589.11.10042.5.0.5548.2024010513162765164,0
1.3.46.670589.11.10042.5.0.5548.2024010513143187114,0
1.3.46.670589.11.10042.5.0.5548.2024010513134828113,0
1.3.46.670589.11.10042.5.0.5548.2024010515383431620,0
1.3.46.670589.11.10042.5.0.5548.2024010515371484587,0
1.3.46.670589.11.10042.5.0.5548.2024010515361750586,0
1.3.46.670589.11.10042.5.0.5548.2024010515485920884,1
1.3.46.670589.11.10042.5.0.5548.2024010515500659885,1
1.3.46.670589.11.10042.5.0.5548.2024010515513775920,1
1.3.46.670589.11.10042.5.0.5548.2024010520153223267,0
1.3.46.670589.11.10042.5.0.5548.2024010520131554233,0
1.3.46.670589.11.10042.5.0.5548.2024010520141285234,0
1.3.46.670589.11.10042.5.0.5548.2024010520563310037,0
1.3.46.670589.11.10042.5.0.5548.2024010520575245070,0
1.3.46.670589.11.10042.5.0.5548.2024010520553582036,0
1.3.46.670589.11.10042.5.0.5548.2024010521070876230,0
1.3.46.670589.11.10042.5.0.5548.2024010521054925197,0
1.3.46.670589.11.10042.5.0.5548.2024010521045198196,0
1.3.46.670589.11.10042.5.0.5548.2024010522451220738,0
1.3.46.670589.11.10042.5.0.5548.2024010522435289705,0
1.3.46.670589.11.10042.5.0.5548.2024010522425565704,0
1.3.46.670589.11.10042.5.0.2852.2024022808405262656,0
1.3.46.670589.11.10042.5.0.2852.2024022808395212625,0
1.3.46.670589.11.10042.5.0.2852.2024022808391106624,0
1.3.46.670589.11.10042.5.0.2852.2024022810183464493,0
1.3.46.670589.11.10042.5.0.2852.2024022810202382525,0
1.3.46.670589.11.10042.5.0.2852.2024022810191942494,0
1.3.46.670589.11.10042.5.0.2852.2024022810461692107,0
1.3.46.670589.11.10042.5.0.2852.2024022810451270076,0
1.3.46.670589.11.10042.5.0.2852.2024022810442807075,0
1.3.46.670589.11.10042.5.0.2852.2024022811075598585,0
1.3.46.670589.11.10042.5.0.2852.2024022811065214554,0
1.3.46.670589.11.10042.5.0.2852.2024022811060732553,0
1.3.46.670589.11.10042.5.0.2852.2024022814033271071,0
1.3.46.670589.11.10042.5.0.2852.2024022814041759072,0
1.3.46.670589.11.10042.5.0.2852.2024022814052168103,0
1.3.46.670589.11.10042.5.0.2852.2024022814543092969,0
1.3.46.670589.11.10042.5.0.2852.2024022814551181970,0
1.3.46.670589.11.10042.5.0.2852.2024022814561146001,0
1.3.46.670589.11.10042.5.0.2852.2024022817202112495,0
1.3.46.670589.11.10042.5.0.2852.2024022817230871616,0
1.3.46.670589.11.10042.5.0.2852.2024022817214328521,0
1.3.46.670589.11.10042.5.0.2852.2024022817410732069,0
1.3.46.670589.11.10042.5.0.2852.2024022817372400923,0
1.3.46.670589.11.10042.5.0.2852.2024022817384684949,0
1.3.46.670589.11.10042.5.0.2852.2024022817571012346,0
1.3.46.670589.11.10042.5.0.2852.2024022817574421347,0
1.3.46.670589.11.10042.5.0.2852.2024022817590989378,0
1.3.46.670589.11.10042.5.0.2852.2024022822130904488,0
1.3.46.670589.11.10042.5.0.2852.2024022822151675522,0
1.3.46.670589.11.10042.5.0.2852.2024022822135556489,0
1.3.46.670589.11.10042.5.0.2852.2024022822252856788,0
1.3.46.670589.11.10042.5.0.2852.2024022822240750753,0
1.3.46.670589.11.10042.5.0.2852.2024022822231742752,0
1.3.46.670589.11.10042.5.0.2852.2024022823465225848,0
1.3.46.670589.11.10042.5.0.2852.2024022823444017814,0
1.3.46.670589.11.10042.5.0.2852.2024022823452004815,0
1.3.46.670589.11.10042.5.0.2852.2024022901404606526,0
1.3.46.670589.11.10042.5.0.2852.2024022901413175527,0
1.3.46.670589.11.10042.5.0.2852.2024022901425742560,0
1.3.46.670589.11.10042.5.0.2852.2024022902183242149,0
1.3.46.670589.11.10042.5.0.2852.2024022902191246150,0
1.3.46.670589.11.10042.5.0.2852.2024022902204468183,0
1.3.46.670589.11.10042.5.0.6580.2024020723345429977,0
1.3.46.670589.11.10042.5.0.6580.2024020723320057916,0
1.3.46.670589.11.10042.5.0.6580.2024020723324614917,0
1.3.46.670589.11.10042.5.0.6580.2024020800025585450,1
1.3.46.670589.11.10042.5.0.6580.2024020800050235484,1
1.3.46.670589.11.10042.5.0.6580.2024020800034139451,1
1.3.46.670589.11.10042.5.0.6580.2024020800365065044,0
1.3.46.670589.11.10042.5.0.6580.2024020800381204077,0
1.3.46.670589.11.10042.5.0.6580.2024020800360521043,0
1.3.46.670589.11.10042.5.0.6580.2024020801294245838,0
1.3.46.670589.11.10042.5.0.6580.2024020801302784839,0
1.3.46.670589.11.10042.5.0.6580.2024020801314873872,0
1.3.46.670589.11.10042.5.0.6580.2024020801393446087,0
